,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Dipole Dipole,0.00,5.00,10.00,15.00,148.65,0.02,0.18,-55.97,-1197.453,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.37,0.28,0.17,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.37,270,205,0.4,00.000000,00.000000,.TTTTTT,1,0,11.85,11.87,46.5,21/10/2017 4:30:18 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,15.00,20.00,187.17,0.06,0.29,33.90,-376.934,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.57,0.42,0.24,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.40,270,205,0.4,00.000000,00.000000,.TTTTTT,2,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,20.00,25.00,281.75,0.18,0.64,-5.95,-226.964,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,1.37,0.98,0.60,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,270,205,0.4,00.000000,00.000000,.TTTTTT,3,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,25.00,30.00,320.11,0.70,1.77,-18.68,-128.935,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,3.57,2.72,1.80,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.67,270,205,0.4,00.000000,00.000000,.TTTTTT,4,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,30.00,35.00,370.25,1.18,1.28,44.52,-85.217,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.42,2.33,1.83,1.26,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.57,270,205,0.4,00.000000,00.000000,.TTTTTT,5,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,35.00,40.00,290.54,1.33,1.43,-88.67,-41.794,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.91,1.86,2.03,1.13,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,270,205,0.4,00.000000,00.000000,.TTTTTT,6,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,40.00,45.00,302.04,1.32,1.20,-43.99,-28.966,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.51,4.07,2.77,0.95,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,270,205,0.4,00.000000,00.000000,.TTTTTT,7,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,45.00,50.00,239.81,3.51,4.81,47.79,-16.098,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.91,7.44,5.94,4.14,4.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.43,270,205,0.4,00.000000,00.000000,.TTTTTT,8,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,50.00,55.00,238.30,12.59,16.38,57.17,-11.634,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.84,26.37,23.43,15.84,12.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.80,270,205,0.4,00.000000,00.000000,.TTTTTT,9,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,55.00,60.00,217.04,28.41,-19.18,-93.09,-7.947,759.222,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.15,-27.65,-22.95,-22.23,-14.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.91,270,205,0.4,00.000000,00.000000,.TTTTTT,10,0,11.85,11.87,46.5,21/10/2017 4:30:19 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,60.00,65.00,233.21,16.81,9.29,70.72,-6.572,759.643,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.51,14.57,11.51,9.37,7.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.61,271,206,0.4,00.000000,00.000000,.TTTTTT,1,0,11.84,11.73,46.1,21/10/2017 4:31:09 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,65.00,70.00,227.28,24.45,-10.77,-13.69,-5.033,759.643,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.12,-6.13,-11.21,-10.80,-11.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.46,271,206,0.4,00.000000,00.000000,.TTTTTT,2,0,11.84,11.73,46.1,21/10/2017 4:31:09 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,70.00,75.00,157.99,37.18,25.84,21.04,-2.799,759.643,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.35,31.02,30.15,24.75,23.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.49,271,206,0.4,00.000000,00.000000,.TTTTTT,3,0,11.84,11.73,46.1,21/10/2017 4:31:09 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,0.00,5.00,75.00,80.00,116.82,78.89,-11.97,-30.81,-1.681,759.643,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.57,-1.41,-18.46,-14.85,-10.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.63,271,206,0.4,00.000000,00.000000,.TTTTTT,4,0,11.84,11.73,46.1,21/10/2017 4:31:09 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,15.00,20.00,96.89,0.01,0.13,37.27,-775.280,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.26,0.20,0.12,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.39,270,204,0.4,00.000000,00.000000,.TTTTTT,1,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,20.00,25.00,183.05,0.09,0.31,-4.56,-366.180,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.69,0.44,0.32,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.54,270,204,0.4,00.000000,00.000000,.TTTTTT,2,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,25.00,30.00,235.79,0.44,1.49,-18.55,-188.680,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,3.01,2.31,1.50,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.66,270,204,0.4,00.000000,00.000000,.TTTTTT,3,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,30.00,35.00,294.68,0.75,0.96,45.91,-117.901,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,1.73,1.31,0.99,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.57,270,204,0.4,00.000000,00.000000,.TTTTTT,4,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,35.00,40.00,239.62,0.50,1.60,-87.25,-54.783,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.81,3.57,2.84,1.71,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,270,204,0.4,00.000000,00.000000,.TTTTTT,5,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,40.00,45.00,259.34,2.09,0.70,-45.40,-37.057,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,2.53,1.61,0.55,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,270,204,0.4,00.000000,00.000000,.TTTTTT,6,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,45.00,50.00,208.13,2.19,5.01,47.70,-19.826,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.52,6.03,6.20,5.06,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.43,270,204,0.4,00.000000,00.000000,.TTTTTT,7,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,50.00,55.00,214.07,16.37,0.34,56.26,-14.274,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,-1.65,-0.01,0.52,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.80,270,204,0.4,00.000000,00.000000,.TTTTTT,8,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,55.00,60.00,188.10,40.99,-5.68,-87.91,-9.122,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.29,-0.83,-4.66,-7.44,-6.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.91,270,204,0.4,00.000000,00.000000,.TTTTTT,9,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,60.00,65.00,210.35,22.80,14.86,67.58,-7.651,754.165,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.23,14.95,16.42,15.90,13.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.61,270,204,0.4,00.000000,00.000000,.TTTTTT,10,0,11.84,11.87,46.1,21/10/2017 4:31:55 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,65.00,70.00,205.90,37.47,-29.99,-11.95,-5.770,755.356,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.13,-19.88,-22.02,-27.27,-35.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.46,272,206,0.4,00.000000,00.000000,.TTTTTT,1,0,11.84,11.73,46.1,21/10/2017 4:32:45 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,70.00,75.00,139.66,65.95,60.68,20.86,-3.075,755.356,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.27,59.85,49.98,57.07,66.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.49,272,206,0.4,00.000000,00.000000,.TTTTTT,2,0,11.84,11.73,46.1,21/10/2017 4:32:45 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,75.00,80.00,107.37,41.64,-20.94,-34.67,-1.891,755.356,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.26,-35.94,-23.16,-24.28,-17.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.63,272,206,0.4,00.000000,00.000000,.TTTTTT,3,0,11.84,11.73,46.1,21/10/2017 4:32:46 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,5.00,10.00,80.00,85.00,92.79,110.10,-23.73,-33.88,-1.328,755.356,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-47.70,-20.36,-36.51,-18.66,-21.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.84,272,206,0.4,00.000000,00.000000,.TTTTTT,4,0,11.84,11.73,46.1,21/10/2017 4:32:46 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,20.00,25.00,123.55,0.01,0.22,-6.02,-1076.917,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.53,0.33,0.19,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.54,250,206,0.3,00.000000,00.000000,.TTTTTT,1,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,25.00,30.00,195.93,0.11,1.32,-23.54,-426.956,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.26,2.64,2.02,1.35,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.67,250,206,0.3,00.000000,00.000000,.TTTTTT,2,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,30.00,35.00,268.21,0.35,0.25,47.24,-233.784,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.61,0.32,0.25,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.57,250,206,0.3,00.000000,00.000000,.TTTTTT,3,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,35.00,40.00,232.40,0.65,1.12,-89.17,-101.287,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,2.51,1.61,1.09,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,250,206,0.3,00.000000,00.000000,.TTTTTT,4,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,40.00,45.00,261.47,0.31,1.46,-40.32,-65.119,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.66,3.39,2.36,1.31,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,250,206,0.3,00.000000,00.000000,.TTTTTT,5,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,45.00,50.00,214.45,0.92,2.08,42.48,-33.380,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.13,3.66,2.21,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.43,250,206,0.3,00.000000,00.000000,.TTTTTT,6,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,50.00,55.00,222.36,3.26,4.27,52.59,-23.074,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.64,8.76,6.70,4.35,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.80,250,206,0.3,00.000000,00.000000,.TTTTTT,7,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,55.00,60.00,207.95,12.62,-3.43,-82.63,-15.105,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.38,-2.43,-3.23,-4.12,-3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.92,250,206,0.3,00.000000,00.000000,.TTTTTT,8,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,60.00,65.00,228.01,15.51,11.36,64.84,-12.045,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.08,16.72,15.92,12.34,8.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.61,250,206,0.3,00.000000,00.000000,.TTTTTT,9,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,65.00,70.00,225.17,13.21,-3.74,-10.15,-8.922,821.514,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.52,-1.13,-1.05,-3.81,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.46,250,206,0.3,00.000000,00.000000,.TTTTTT,10,0,11.84,11.87,46.1,21/10/2017 4:33:32 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,70.00,75.00,151.06,22.19,16.57,21.39,-4.604,821.597,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.27,21.92,17.33,18.59,14.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.49,252,207,0.3,00.000000,00.000000,.TTTTTT,1,0,11.82,11.73,46.1,21/10/2017 4:34:22 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,75.00,80.00,115.24,24.16,-16.62,-44.32,-2.760,821.597,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.31,-12.52,-16.65,-20.15,-15.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.63,252,207,0.3,00.000000,00.000000,.TTTTTT,2,0,11.82,11.73,46.1,21/10/2017 4:34:22 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,80.00,85.00,98.71,55.17,-29.36,-21.91,-1.891,821.597,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.21,-57.96,-12.19,-34.11,-27.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.84,252,207,0.3,00.000000,00.000000,.TTTTTT,3,0,11.82,11.73,46.1,21/10/2017 4:34:22 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,10.00,15.00,85.00,90.00,147.29,56.20,35.64,121.01,-2.293,821.597,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.09,19.82,62.69,31.37,30.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.71,252,207,0.3,00.000000,00.000000,.TTTTTT,4,0,11.82,11.73,46.1,21/10/2017 4:34:22 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,15.00,20.00,25.00,30.00,94.46,0.06,1.16,-22.96,-825.680,823.796,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,2.37,1.78,1.21,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.67,249,205,0.3,00.000000,00.000000,.TTTTTT,1,0,11.82,11.87,46.1,21/10/2017 4:35:08 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,15.00,20.00,30.00,35.00,163.05,0.22,0.11,45.99,-356.296,823.796,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.33,0.14,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,249,205,0.3,00.000000,00.000000,.TTTTTT,2,0,11.82,11.87,46.1,21/10/2017 4:35:08 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,15.00,20.00,35.00,40.00,154.17,0.27,1.17,-87.38,-134.759,823.796,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,2.33,1.71,1.17,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55,249,205,0.3,00.000000,00.000000,.TTTTTT,3,0,11.82,11.87,46.1,21/10/2017 4:35:08 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,15.00,20.00,40.00,45.00,186.95,0.10,1.34,-35.37,-81.702,823.796,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.55,2.83,1.96,1.43,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,249,205,0.3,00.000000,00.000000,.TTTTTT,4,0,11.82,11.87,46.1,21/10/2017 4:35:08 PM,0,0,0.0,0.00,0.0
