,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Time,Spa.5,Spa.6,Spa.7,Spa.8,Spa.9,Spa.10,Spa.11,Spa.12,M1  ,M2  ,M3  ,M4  ,M5  ,M6  ,M7  ,M8  ,M9  ,M10  ,M11 ,M12 ,M13 ,M14 ,M15 ,M16 ,M17 ,M18 ,M19 ,M20 ,Mdly,TM1 ,TM2 ,TM3 ,TM4 ,TM5 ,TM6 ,TM7 ,TM8 ,TM9 ,TM10,TM11,TM12,TM13,TM14,TM15,TM16,TM17,TM18,TM19,TM20,Stack,Rs-Check,Vab ,Pab ,Rab ,Latitude,Longitude,Name,Channel,Overload,Tx-Bat,Rx-Bat,Temp.,Date,Gapfiller,Synch,Cole Tau,Cole M,Cole rms
,Dipole Dipole,115.00,120.00,180.00,185.00,294.11,52.89,24.29,136.43,-3.839,447.794,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.02,43.49,31.20,25.46,17.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.03,445,199,1.0,00.000000,00.000000,.TTTTTT,2,0,11.77,11.71,48.0,21/10/2017 5:08:16 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,115.00,120.00,185.00,190.00,245.15,55.86,-27.16,-179.03,-2.560,447.794,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27.29,-33.38,-33.64,-28.81,-23.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.12,445,199,1.0,00.000000,00.000000,.TTTTTT,3,0,11.77,11.71,48.0,21/10/2017 5:08:16 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,115.00,120.00,190.00,195.00,265.74,35.99,23.90,119.90,-2.255,447.794,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.94,41.90,30.80,23.42,18.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.69,445,199,1.0,00.000000,00.000000,.TTTTTT,4,0,11.77,11.71,48.0,21/10/2017 5:08:16 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,130.00,135.00,174.21,0.01,0.74,10.24,-1241.138,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.16,1.63,1.14,0.73,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.62,289,194,0.4,00.000000,00.000000,.TTTTTT,1,0,11.77,11.89,46.5,21/10/2017 5:09:02 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,135.00,140.00,313.89,0.04,1.01,31.71,-559.069,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,2.01,1.46,1.03,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,289,194,0.4,00.000000,00.000000,.TTTTTT,2,0,11.77,11.89,46.5,21/10/2017 5:09:02 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,140.00,145.00,318.87,0.11,1.51,-40.94,-227.174,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,3.16,2.24,1.56,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.51,289,194,0.4,00.000000,00.000000,.TTTTTT,3,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,145.00,150.00,405.40,0.18,1.87,87.73,-144.412,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.59,3.59,2.56,2.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.57,289,194,0.4,00.000000,00.000000,.TTTTTT,4,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,150.00,155.00,434.09,0.37,2.36,-30.39,-88.360,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.68,5.25,3.54,2.38,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.70,289,194,0.4,00.000000,00.000000,.TTTTTT,5,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,155.00,160.00,418.38,0.55,2.86,8.18,-53.226,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.35,5.11,4.08,3.15,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.94,289,194,0.4,00.000000,00.000000,.TTTTTT,6,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,160.00,165.00,447.94,0.47,3.23,5.20,-37.991,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.89,6.36,5.05,3.21,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.98,289,194,0.4,00.000000,00.000000,.TTTTTT,7,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,165.00,170.00,421.20,1.81,2.27,-98.77,-25.007,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.18,4.56,3.06,2.55,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.77,289,194,0.4,00.000000,00.000000,.TTTTTT,8,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,170.00,175.00,409.26,3.61,5.81,86.14,-17.671,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.46,10.95,8.20,6.09,3.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.97,289,194,0.4,00.000000,00.000000,.TTTTTT,9,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,175.00,180.00,439.79,5.42,2.99,-75.43,-14.242,671.454,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.34,6.68,5.18,3.86,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.01,289,194,0.4,00.000000,00.000000,.TTTTTT,10,0,11.77,11.89,46.5,21/10/2017 5:09:03 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,180.00,185.00,404.89,6.78,5.87,139.62,-10.107,672.856,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.84,12.47,7.21,5.76,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.04,294,198,0.4,00.000000,00.000000,.TTTTTT,1,0,11.77,11.89,46.5,21/10/2017 5:09:53 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,185.00,190.00,359.34,10.75,0.25,-177.33,-7.048,672.856,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.14,5.47,2.15,-0.56,-0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.12,294,198,0.4,00.000000,00.000000,.TTTTTT,2,0,11.77,11.89,46.5,21/10/2017 5:09:53 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,190.00,195.00,364.04,18.48,12.03,116.13,-5.712,672.856,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.92,18.81,17.41,13.25,8.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.70,294,198,0.4,00.000000,00.000000,.TTTTTT,3,0,11.77,11.89,46.5,21/10/2017 5:09:53 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,120.00,125.00,195.00,200.00,328.98,24.20,-4.28,-64.64,-4.194,672.856,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.14,0.25,2.57,-8.77,-3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.76,294,198,0.4,00.000000,00.000000,.TTTTTT,4,0,11.77,11.89,46.5,21/10/2017 5:09:53 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,135.00,140.00,178.43,0.01,0.72,31.64,-1148.849,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.06,1.53,1.09,0.70,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,318,193,0.5,00.000000,00.000000,.TTTTTT,1,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,140.00,145.00,235.58,0.03,1.32,-41.68,-379.206,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53,2.70,1.99,1.33,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.51,318,193,0.5,00.000000,00.000000,.TTTTTT,2,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,145.00,150.00,338.47,0.04,1.36,85.40,-217.928,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,2.69,1.98,1.36,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,318,193,0.5,00.000000,00.000000,.TTTTTT,3,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,150.00,155.00,389.70,0.22,1.60,-29.30,-125.458,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.63,3.61,2.60,1.54,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.70,318,193,0.5,00.000000,00.000000,.TTTTTT,4,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,155.00,160.00,392.82,0.33,2.80,7.36,-72.264,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.26,5.63,4.12,2.76,1.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.94,318,193,0.5,00.000000,00.000000,.TTTTTT,5,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,160.00,165.00,438.09,0.26,3.01,6.04,-50.371,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.94,5.94,4.78,2.87,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.98,318,193,0.5,00.000000,00.000000,.TTTTTT,6,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,165.00,170.00,423.25,1.08,2.40,-99.37,-32.442,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.02,5.13,3.75,2.73,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.77,318,193,0.5,00.000000,00.000000,.TTTTTT,7,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,170.00,175.00,418.01,1.84,3.86,86.78,-22.429,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.45,8.79,5.90,4.26,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.97,318,193,0.5,00.000000,00.000000,.TTTTTT,8,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,175.00,180.00,451.87,9.66,-0.35,-73.42,-17.633,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,3.00,0.21,-0.32,-1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.01,318,193,0.5,00.000000,00.000000,.TTTTTT,9,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,180.00,185.00,426.57,18.72,10.95,133.75,-12.484,606.831,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.47,15.06,15.85,12.24,7.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.03,318,193,0.5,00.000000,00.000000,.TTTTTT,10,0,11.77,11.89,46.5,21/10/2017 5:10:41 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,185.00,190.00,372.89,23.37,-6.84,-165.42,-8.464,611.823,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.66,-5.18,-4.70,-8.00,-7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.10,319,195,0.5,00.000000,00.000000,.TTTTTT,1,0,11.77,11.89,46.5,21/10/2017 5:11:33 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,190.00,195.00,386.62,25.75,15.92,111.74,-6.895,611.823,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.24,24.42,20.86,16.97,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.69,319,195,0.5,00.000000,00.000000,.TTTTTT,2,0,11.77,11.89,46.5,21/10/2017 5:11:33 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,195.00,200.00,347.47,22.05,-8.82,-60.83,-4.957,611.823,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.77,-6.45,-9.06,-10.78,-8.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.76,319,195,0.5,00.000000,00.000000,.TTTTTT,3,0,11.77,11.89,46.5,21/10/2017 5:11:33 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,125.00,130.00,200.00,205.00,342.84,32.18,9.45,77.48,-3.974,611.823,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.69,14.96,17.19,5.05,7.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.74,319,195,0.5,00.000000,00.000000,.TTTTTT,4,0,11.77,11.89,46.5,21/10/2017 5:11:33 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,140.00,145.00,137.77,0.02,0.92,-38.34,-845.340,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.59,1.96,1.42,0.92,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.51,336,194,0.6,00.000000,00.000000,.TTTTTT,1,0,11.77,11.89,46.5,21/10/2017 5:12:21 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,145.00,150.00,253.98,0.04,1.12,84.97,-389.597,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,2.21,1.63,1.14,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,336,194,0.6,00.000000,00.000000,.TTTTTT,2,0,11.77,11.89,46.5,21/10/2017 5:12:21 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,150.00,155.00,328.14,0.10,1.35,-26.57,-201.346,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.96,2.96,2.07,1.31,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.70,336,194,0.6,00.000000,00.000000,.TTTTTT,3,0,11.77,11.89,46.5,21/10/2017 5:12:21 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,155.00,160.00,354.75,0.16,2.13,6.75,-108.835,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,4.20,3.03,2.18,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.94,336,194,0.6,00.000000,00.000000,.TTTTTT,4,0,11.77,11.89,46.5,21/10/2017 5:12:21 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,160.00,165.00,418.74,0.12,2.49,8.39,-73.410,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,4.58,3.68,2.57,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.98,336,194,0.6,00.000000,00.000000,.TTTTTT,5,0,11.77,11.89,46.5,21/10/2017 5:12:21 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,165.00,170.00,419.70,0.59,1.84,-101.07,-45.987,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.69,3.43,2.64,2.05,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.77,336,194,0.6,00.000000,00.000000,.TTTTTT,6,0,11.77,11.89,46.5,21/10/2017 5:12:21 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,170.00,175.00,426.09,1.36,3.18,87.64,-31.124,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.61,6.08,4.34,3.29,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.97,336,194,0.6,00.000000,00.000000,.TTTTTT,7,0,11.77,11.89,46.5,21/10/2017 5:12:22 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,175.00,180.00,468.14,6.03,0.78,-73.97,-23.937,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.73,2.65,1.86,1.13,-0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.01,336,194,0.6,00.000000,00.000000,.TTTTTT,8,0,11.77,11.89,46.5,21/10/2017 5:12:22 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,180.00,185.00,444.88,13.92,9.36,131.72,-16.544,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.16,14.09,11.94,10.04,7.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.03,336,194,0.6,00.000000,00.000000,.TTTTTT,9,0,11.77,11.89,46.5,21/10/2017 5:12:22 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,185.00,190.00,398.30,12.71,-0.44,-165.92,-11.109,578.296,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.28,3.29,2.50,-0.07,-2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.11,336,194,0.6,00.000000,00.000000,.TTTTTT,10,0,11.77,11.89,46.5,21/10/2017 5:12:22 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,190.00,195.00,404.96,10.11,4.09,114.69,-8.569,570.358,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.21,3.48,6.08,3.29,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.69,338,193,0.6,00.000000,00.000000,.TTTTTT,1,0,11.77,11.87,46.5,21/10/2017 5:13:12 PM,0,1,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,195.00,200.00,376.81,17.35,-3.36,-64.19,-6.265,570.358,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.30,1.23,-6.02,-3.05,-4.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.76,338,193,0.6,00.000000,00.000000,.TTTTTT,2,0,11.77,11.87,46.5,21/10/2017 5:13:12 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,200.00,205.00,369.14,26.26,17.79,79.98,-4.910,570.358,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.79,26.78,21.28,19.85,13.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.75,338,193,0.6,00.000000,00.000000,.TTTTTT,3,0,11.77,11.87,46.5,21/10/2017 5:13:12 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,130.00,135.00,205.00,210.00,371.30,28.64,-14.24,-140.54,-4.013,570.358,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.82,-13.70,-15.59,-13.04,-14.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.50,338,193,0.6,00.000000,00.000000,.TTTTTT,4,0,11.77,11.87,46.5,21/10/2017 5:13:12 PM,0,0,0.0,0.00,0.0
,Dipole Dipole,135.00,140.00,145.00,150.00,176.54,0.01,0.79,81.57,-1360.509,726.322,4000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.01,1.55,1.17,0.79,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160,120,220,420,820,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56,270,196,0.4,00.000000,00.000000,.TTTTTT,1,0,11.77,11.89,46.5,21/10/2017 5:14:00 PM,0,1,0.0,0.00,0.0
